"An error occurred while creating the image.","Med ustvarjanjem slike je prišlo do napake."
"The image does not exist or is invalid.","Slika ne obstaja ali pa je neveljavna."
"This content requires last version of Adobe Flash Player. <a href=""%s"">Get Flash</a>","Ta vsebina zahteva zadnjo verzijo predvajalnika Adobe Flash. <a href=""%s"">Pridobite Flash</a>"
