"
                                                        <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from Paypal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise Paypal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                                                    ","
                                                        <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Zakaj oglaševano financiranje?</a><br/>
                                            <strong>Dajte vaši prodaji zagon, ko oglašujete financiranje.</strong><br/>PayPal vam pomaga pretvoriti obiskovalce v kupce s financiranjem
                                            iz Paypal Credit&#174;. Vaši kupci imajo za plačilo več časa, medtem ko dobite plačilo takoj – brez dodatnih stroškov za vas.
                                            Uporabite brezplačne pasice PayPal, ki vam omogočajo oglaševanje Paypal Credit&#174; financiranje kot plačilno možnost, ko vaši kupci plačajo s PayPal-om.
                                            PayPal-ov oglaševalski program je pokazal, da generira dodatne nakupe kot tudi poveča potrošniške povprečne velikosti nakupov za 15%
                                            ali več. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">Glejte podrobnosti</a>.
                                                    "
"
                                                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                                    <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                                    from Paypal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                                    Use PayPal’s free banner ads that let you advertise Paypal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                                    The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                                    or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                                                ","
                                                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Zakaj oglaševano financiranje?</a><br/>
                                                    <strong>Dajte vaši prodaji zagon, ko oglašujete financiranje.</strong><br/>PayPal vam pomaga pretvoriti obiskovalce v kupce s financiranjem
                                                    iz Paypal Credit&#174;. Vaši kupci imajo za plačilo več časa, medtem ko dobite plačilo takoj – brez dodatnih stroškov za vas.
                                                    Uporabite brezplačne pasice PayPal, ki vam omogočajo oglaševanje Paypal Credit&#174; financiranje kot plačilno možnost, ko vaši kupci plačajo s PayPal-om.
                                                    PayPal-ov oglaševalski program je pokazal, da generira dodatne nakupe kot tudi poveča potrošniške povprečne velikosti nakupov za 15%
                                                    ali več. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">Glejte podrobnosti</a>.
                                                "
"
                                                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from Paypal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise Paypal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                                                ","
                                                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Zakaj oglaševano financiranje?</a><br/>
                                            <strong>Dajte vaši prodaji zagon, ko oglašujete financiranje.</strong><br/>PayPal vam pomaga pretvoriti obiskovalce v kupce s financiranjem
                                            iz Paypal Credit&#174;. Vaši kupci imajo za plačilo več časa, medtem ko dobite plačilo takoj – brez dodatnih stroškov za vas.
                                            Uporabite brezplačne pasice PayPal, ki vam omogočajo oglaševanje Paypal Credit&#174; financiranje kot plačilno možnost, ko vaši kupci plačajo s PayPal-om.
                                            PayPal-ov oglaševalski program je pokazal, da generira dodatne nakupe kot tudi poveča potrošniške povprečne velikosti nakupov za 15%
                                            ali več. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">Glejte podrobnosti</a>.
                                                "
"
                                            <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from Paypal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise Paypal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                                        ","
                                            <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Zakaj oglaševano financiranje?</a><br/>
                                            <strong>Dajte vaši prodaji zagon, ko oglašujete financiranje.</strong><br/>PayPal vam pomaga pretvoriti obiskovalce v kupce s financiranjem
                                            iz Paypal Credit&#174;. Vaši kupci imajo za plačilo več časa, medtem ko dobite plačilo takoj – brez dodatnih stroškov za vas.
                                            Uporabite brezplačne pasice PayPal, ki vam omogočajo oglaševanje Paypal Credit&#174; financiranje kot plačilno možnost, ko vaši kupci plačajo s PayPal-om.
                                            PayPal-ov oglaševalski program je pokazal, da generira dodatne nakupe kot tudi poveča potrošniške povprečne velikosti nakupov za 15%
                                            ali več. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">Glejte podrobnosti</a>.
                                        "
"-OR-","-ALI-"
"120 x 240","120 x 240"
"120 x 600","120 x 600"
"120 x 90","120 x 90"
"190 x 100","190 x 100"
"2-pixel perimeter around the header space.","Obseg 2-piksla okrog prostora glave."
"234 x 400","234 x 400"
"234 x 60","234 x 60"
"250 x 250","250 x 250"
"300 x 50","300 x 50"
"3D Secure","3D Secure"
"3D Secure Card Validation","Potrditev kartice 3D Secure"
"3D Secure validation is required for Maestro cards. Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.","Za Maestro kartice je potrebno preverjanje 3D Secure. Podpora American Express kartic zahteva dodatni sporazum. Več na <a href=""http://www.paypal.com/amexupdate""> http://www.paypal.com/amexupdate</a>."
"468 x 60","468 x 60"
"728 x 90","728 x 90"
"800 x 66","800 x 66"
"<a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>","<a href=""http://www.magentocommerce.com/paypal"">Pričnite s sprejemanjem plačil preko PayPal!</a>"
"A case that has been resolved and close requires a reimbursement.","Primer, ki je bil rešen in zaprt zahteva povračilo."
"A reversal has occurred on this transaction because of a customer dispute suspecting unauthorized spoof.","Pri tej transakciji je prišlo do razveljavitve zaradi suma neavtorizirane prevare spora s kupcem."
"A reversal has occurred on this transaction because you have given the customer a refund.","Prišlo je do razveljavitve te transakcije, ker ste dali kupcu povračilo."
"A reversal has occurred on this transaction due to a chargeback by your customer.","Pri tej transakciji je prišlo do razveljavitve zaradi povračila kupca."
"A reversal has occurred on this transaction due to a complaint about the transaction from your customer.","Pri tej transakciji je prišlo do razveljavitve zaradi pritožbe o transakciji s strani vašega kupca."
"A reversal has occurred on this transaction due to your customer triggering a money-back guarantee.","Pri tej transakciji je prišlo do razveljavitve, ker je vaš kupec sprožil garancijo povračila denarja."
"A value is required for live mode. Refer to your CardinalCommerce agreement.","Za način v živo je potrebna vrednost. Nanašajte se na vaš sporazum CardinalCommerce."
"ACH Deposit (Hold for Dispute or Other Investigation)","ACH Deposit (Hold for Dispute or Other Investigation)"
"ACH Deposit (Reversal)","ACH Deposit (Reversal)"
"ACH Funding for Funds Recovery from Account Balance","ACH Funding for Funds Recovery from Account Balance"
"ACH Withdrawal","ACH Withdrawal"
"API Authentication Methods","API načini preverjanja pristnosti"
"API Certificate","API certifikat"
"API Password","API geslo"
"API Signature","API podpis"
"API Username","API uporabniško ime"
"API Uses Proxy","API uporablja proksi"
"Ability for buyer to purchase without PayPal account.","Ability for buyer to purchase without PayPal account."
"Accept credit card and PayPal payments securely.","Accept credit card and PayPal payments securely."
